Viandes de veau ,128,4.8,21.1,0.2,74.1,1300,1300
Viandes de volaille,134,5.3,21.6,0.1,73.1,790,450
Vin blanc,71,0,0.2,0,89,180,8.6
vin,70,0,0,0,89.3,180,8.6
Vin rouge,69,0,0.2,0,89.6,180,8.6
Vinaigres,22,0,0.1,0,93.4,180,8.6
Vinaigres balsamique,128,0.6,0.7,0.1,70.3,180,8.6
Vinaigrette,255,25.1,4.7,0.3,67.4,180,8.6
Yogourts,66,3.6,3.9,0.1,85.6,592,89
Zampones,361,31.6,19.1,3.4,45.5,700,230
